Player,Kicks BTRS,Kicks OTRS,Handballs BTRS,Handballs OTRS,Disposals BTRS,Disposals OTRS,Marks BTRS,Marks OTRS,Goals BTRS,Goals OTRS,Behinds BTRS,Behinds OTRS,Tackles BTRS,Tackles OTRS,Hitouts BTRS,Hitouts OTRS,Goal Assists BTRS,Goal Assists OTRS,Inside 50s BTRS,Inside 50s OTRS,Clearances BTRS,Clearances OTRS,Clangers BTRS,Clangers OTRS,Rebound 50s BTRS,Rebound 50s OTRS,Frees For BTRS,Frees For OTRS,Frees Agains BTRS,Frees Agains OTRS,Contested Possessions BTRS,Contested Possessions OTRS,Uncontested Possessions BTRS,Uncontested Possessions OTRS,Effective Disposals BTRS,Effective Disposals OTRS,Contested Marks BTRS,Contested Marks OTRS,Marks Inside 50 BTRS,Marks Inside 50 OTRS,One Percenters BTRS,One Percenters OTRS,Bounces BTRS,Bounces OTRS,Centre Clearances BTRS,Centre Clearances OTRS,Stoppage Clearances BTRS,Stoppage Clearances OTRS,Score Involvements BTRS,Score Involvements OTRS,Metres Gained BTRS,Metres Gained OTRS,Turnovers BTRS,Turnovers OTRS,Intercepts BTRS,Intercepts OTRS,Tackles Inside 50 BTRS,Tackles Inside 50 OTRS,Time On Ground % BTRS,Time On Ground % OTRS,Winloss,HomeAway,Brownlow Votes,Uncontested Marks BTRS,Uncontested Marks OTRS,Marks Outside 50 BTRS,Marks Outside 50 OTRS,Tackles Outside 50 BTRS,Tackles Outside 50 OTRS,Behind Assists BTRS,Behind Assists OTRS,Ineffective Disposals BTRS,Ineffective Disposals OTRS
Tom Hawkins,0.6744186046511628,0.6666666666666666,0.11627906976744186,0.047619047619047616,0.2558139534883721,0.19047619047619047,0.8837209302325582,0.9047619047619048,0.7674418604651163,0.8571428571428571,0.9302325581395349,0.9047619047619048,0.2558139534883721,0.3333333333333333,0.3023255813953488,0.6190476190476191,0.813953488372093,0.9523809523809523,0.7441860465116279,0.8095238095238095,0.13953488372093023,0.2857142857142857,0.4186046511627907,0.47619047619047616,0.046511627906976744,0.09523809523809523,0.5348837209302325,0.6666666666666666,0.7441860465116279,0.8095238095238095,0.4418604651162791,0.47619047619047616,0.37209302325581395,0.38095238095238093,0.11627906976744186,0.09523809523809523,0.9534883720930233,0.9523809523809523,1.0,1.0,0.4186046511627907,0.5238095238095238,0.2558139534883721,0.5238095238095238,0.23255813953488372,0.47619047619047616,0.13953488372093023,0.2857142857142857,0.8604651162790697,0.8095238095238095,0.627906976744186,0.6190476190476191,0.3488372093023256,0.38095238095238093,0.046511627906976744,0.09523809523809523,0.11627906976744186,0.23809523809523808,0.9767441860465116,1.0,1,Home,0,0.7441860465116279,0.8571428571428571,0.37209302325581395,0.42857142857142855,0.32558139534883723,0.42857142857142855,0.7906976744186046,0.7142857142857143,0.7441860465116279,0.7142857142857143
Daniel Menzel,0.32558139534883723,0.38095238095238093,0.32558139534883723,0.23809523809523808,0.27906976744186046,0.23809523809523808,0.4418604651162791,0.42857142857142855,0.9767441860465116,1.0,0.813953488372093,0.8095238095238095,0.627906976744186,0.5714285714285714,0.32558139534883723,0.6666666666666666,0.23255813953488372,0.47619047619047616,0.46511627906976744,0.42857142857142855,0.16279069767441862,0.3333333333333333,0.4418604651162791,0.5238095238095238,0.37209302325581395,0.5238095238095238,0.5581395348837209,0.7142857142857143,0.7674418604651163,0.8571428571428571,0.46511627906976744,0.5238095238095238,0.3953488372093023,0.42857142857142855,0.3953488372093023,0.3333333333333333,0.813953488372093,0.8095238095238095,0.9534883720930233,0.9047619047619048,0.09302325581395349,0.19047619047619047,0.27906976744186046,0.5714285714285714,0.2558139534883721,0.5238095238095238,0.16279069767441862,0.3333333333333333,0.9534883720930233,1.0,0.46511627906976744,0.5238095238095238,0.5813953488372093,0.6190476190476191,0.13953488372093023,0.19047619047619047,1.0,1.0,0.7441860465116279,0.6190476190476191,1,Home,0,0.37209302325581395,0.38095238095238093,0.11627906976744186,0.09523809523809523,0.023255813953488372,0.047619047619047616,1.0,1.0,0.27906976744186046,0.3333333333333333
Jed Bews,0.13953488372093023,0.14285714285714285,0.7209302325581395,0.7142857142857143,0.3023255813953488,0.2857142857142857,0.06976744186046512,0.047619047619047616,0.2558139534883721,0.5238095238095238,0.20930232558139536,0.42857142857142855,0.6511627906976745,0.6190476190476191,0.3488372093023256,0.7142857142857143,0.2558139534883721,0.5238095238095238,0.2558139534883721,0.19047619047619047,0.18604651162790697,0.38095238095238093,0.6511627906976745,0.6666666666666666,0.7906976744186046,0.9047619047619048,0.8372093023255814,0.9047619047619048,0.3953488372093023,0.47619047619047616,0.8372093023255814,0.8095238095238095,0.09302325581395349,0.047619047619047616,0.4186046511627907,0.38095238095238093,0.16279069767441862,0.3333333333333333,0.27906976744186046,0.5714285714285714,0.5348837209302325,0.6190476190476191,0.3023255813953488,0.6190476190476191,0.27906976744186046,0.5714285714285714,0.18604651162790697,0.38095238095238093,0.6511627906976745,0.6190476190476191,0.23255813953488372,0.19047619047619047,0.8372093023255814,0.8095238095238095,0.9534883720930233,0.9523809523809523,0.13953488372093023,0.2857142857142857,0.6046511627906976,0.42857142857142855,1,Home,0,0.11627906976744186,0.09523809523809523,0.13953488372093023,0.14285714285714285,0.7441860465116279,0.7619047619047619,0.813953488372093,0.7619047619047619,0.3023255813953488,0.38095238095238093
James Parsons,0.20930232558139536,0.2857142857142857,0.46511627906976744,0.42857142857142855,0.32558139534883723,0.3333333333333333,0.32558139534883723,0.3333333333333333,0.9069767441860465,0.9523809523809523,0.23255813953488372,0.47619047619047616,0.4418604651162791,0.42857142857142855,0.37209302325581395,0.7619047619047619,0.27906976744186046,0.5714285714285714,0.4883720930232558,0.47619047619047616,0.20930232558139536,0.42857142857142855,0.7906976744186046,0.8571428571428571,0.06976744186046512,0.14285714285714285,0.06976744186046512,0.14285714285714285,0.7906976744186046,0.9047619047619048,0.23255813953488372,0.23809523809523808,0.5348837209302325,0.6190476190476191,0.5813953488372093,0.5238095238095238,0.18604651162790697,0.38095238095238093,0.3023255813953488,0.6190476190476191,0.27906976744186046,0.38095238095238093,0.32558139534883723,0.6666666666666666,0.3023255813953488,0.6190476190476191,0.20930232558139536,0.42857142857142855,0.8837209302325582,0.8571428571428571,0.3953488372093023,0.42857142857142855,0.6744186046511628,0.7619047619047619,0.16279069767441862,0.23809523809523808,0.7209302325581395,0.5714285714285714,0.4883720930232558,0.3333333333333333,1,Home,0,0.3953488372093023,0.42857142857142855,0.3953488372093023,0.47619047619047616,0.3488372093023256,0.47619047619047616,0.9534883720930233,0.9523809523809523,0.023255813953488372,0.047619047619047616
Thomas Stewart,0.23255813953488372,0.3333333333333333,0.13953488372093023,0.09523809523809523,0.13953488372093023,0.14285714285714285,0.6744186046511628,0.7619047619047619,0.27906976744186046,0.5714285714285714,0.2558139534883721,0.5238095238095238,0.11627906976744186,0.19047619047619047,0.3953488372093023,0.8095238095238095,0.3023255813953488,0.6190476190476191,0.0,0.0,0.23255813953488372,0.47619047619047616,0.9302325581395349,0.9523809523809523,0.6744186046511628,0.8095238095238095,0.09302325581395349,0.19047619047619047,0.813953488372093,0.9523809523809523,0.046511627906976744,0.09523809523809523,0.27906976744186046,0.2857142857142857,0.3023255813953488,0.2857142857142857,0.20930232558139536,0.42857142857142855,0.32558139534883723,0.6666666666666666,0.7906976744186046,0.8571428571428571,0.3488372093023256,0.7142857142857143,0.32558139534883723,0.6666666666666666,0.23255813953488372,0.47619047619047616,0.09302325581395349,0.14285714285714285,0.06976744186046512,0.09523809523809523,0.9534883720930233,0.9523809523809523,0.813953488372093,0.8095238095238095,0.16279069767441862,0.3333333333333333,0.023255813953488372,0.047619047619047616,1,Home,0,0.7674418604651163,0.9047619047619048,0.7441860465116279,0.8095238095238095,0.18604651162790697,0.3333333333333333,0.09302325581395349,0.14285714285714285,0.046511627906976744,0.09523809523809523
Rhys Stanley,0.16279069767441862,0.19047619047619047,0.16279069767441862,0.14285714285714285,0.09302325581395349,0.09523809523809523,0.46511627906976744,0.47619047619047616,0.3023255813953488,0.6190476190476191,0.9534883720930233,0.9523809523809523,0.6744186046511628,0.6666666666666666,0.9767441860465116,1.0,0.32558139534883723,0.6666666666666666,0.5116279069767442,0.5238095238095238,0.6511627906976745,0.7142857142857143,0.3023255813953488,0.3333333333333333,0.09302325581395349,0.19047619047619047,0.5813953488372093,0.7619047619047619,0.16279069767441862,0.23809523809523808,0.2558139534883721,0.2857142857142857,0.11627906976744186,0.09523809523809523,0.06976744186046512,0.047619047619047616,0.23255813953488372,0.47619047619047616,0.9767441860465116,0.9523809523809523,0.5581395348837209,0.6666666666666666,0.37209302325581395,0.7619047619047619,0.8372093023255814,0.9047619047619048,0.5813953488372093,0.7142857142857143,0.5348837209302325,0.47619047619047616,0.4418604651162791,0.47619047619047616,0.8604651162790697,0.8571428571428571,0.18604651162790697,0.2857142857142857,0.7441860465116279,0.6190476190476191,0.4418604651162791,0.2857142857142857,1,Home,0,0.5348837209302325,0.6190476190476191,0.16279069767441862,0.19047619047619047,0.5348837209302325,0.6190476190476191,0.5813953488372093,0.5238095238095238,0.3953488372093023,0.5238095238095238
Darcy Lang,0.023255813953488372,0.047619047619047616,0.3488372093023256,0.2857142857142857,0.06976744186046512,0.047619047619047616,0.09302325581395349,0.09523809523809523,0.32558139534883723,0.6666666666666666,0.27906976744186046,0.5714285714285714,0.46511627906976744,0.47619047619047616,0.4186046511627907,0.8571428571428571,0.3488372093023256,0.7142857142857143,0.023255813953488372,0.047619047619047616,0.2558139534883721,0.5238095238095238,0.813953488372093,0.9047619047619048,0.3953488372093023,0.5714285714285714,0.11627906976744186,0.23809523809523808,0.4186046511627907,0.5238095238095238,0.09302325581395349,0.14285714285714285,0.18604651162790697,0.14285714285714285,0.13953488372093023,0.14285714285714285,0.2558139534883721,0.5238095238095238,0.3488372093023256,0.7142857142857143,0.11627906976744186,0.23809523809523808,0.3953488372093023,0.8095238095238095,0.3488372093023256,0.7142857142857143,0.2558139534883721,0.5238095238095238,0.2558139534883721,0.19047619047619047,0.023255813953488372,0.047619047619047616,0.8837209302325582,0.9047619047619048,0.20930232558139536,0.3333333333333333,0.7674418604651163,0.6666666666666666,0.046511627906976744,0.09523809523809523,1,Home,0,0.13953488372093023,0.14285714285714285,0.18604651162790697,0.23809523809523808,0.37209302325581395,0.5238095238095238,0.2558139534883721,0.19047619047619047,0.06976744186046512,0.14285714285714285
Joel Selwood,0.0,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.3488372093023256,0.7142857142857143,0.3023255813953488,0.6190476190476191,0.023255813953488372,0.047619047619047616,0.4418604651162791,0.9047619047619048,0.37209302325581395,0.7619047619047619,0.046511627906976744,0.09523809523809523,0.27906976744186046,0.5714285714285714,0.9534883720930233,1.0,0.11627906976744186,0.23809523809523808,0.13953488372093023,0.2857142857142857,0.8372093023255814,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27906976744186046,0.5714285714285714,0.37209302325581395,0.7619047619047619,0.13953488372093023,0.2857142857142857,0.4186046511627907,0.8571428571428571,0.37209302325581395,0.7619047619047619,0.27906976744186046,0.5714285714285714,0.0,0.0,0.0,0.0,0.9767441860465116,1.0,0.23255813953488372,0.38095238095238093,0.18604651162790697,0.38095238095238093,0.0,0.0,1,Home,0,0.0,0.0,0.0,0.0,0.046511627906976744,0.09523809523809523,0.0,0.0,0.0,0.0
Lachie Neale,0.46511627906976744,0.47619047619047616,1.0,1.0,0.9534883720930233,1.0,0.11627906976744186,0.09523809523809523,0.7906976744186046,0.7142857142857143,0.32558139534883723,0.0,0.7674418604651163,0.8571428571428571,0.46511627906976744,0.0,0.3953488372093023,0.0,0.7674418604651163,0.7142857142857143,0.9767441860465116,1.0,0.13953488372093023,0.09523809523809523,0.4186046511627907,0.23809523809523808,0.9534883720930233,0.9523809523809523,0.18604651162790697,0.09523809523809523,0.9767441860465116,1.0,0.6744186046511628,0.6666666666666666,1.0,1.0,0.3023255813953488,0.0,0.3953488372093023,0.0,0.16279069767441862,0.0,0.4418604651162791,0.0,1.0,1.0,0.8372093023255814,0.8571428571428571,0.5581395348837209,0.6190476190476191,0.5813953488372093,0.5714285714285714,0.9069767441860465,0.9047619047619048,0.8372093023255814,0.8571428571428571,0.20930232558139536,0.0,0.3488372093023256,0.42857142857142855,0,Away,0,0.16279069767441862,0.14285714285714285,0.20930232558139536,0.14285714285714285,0.8837209302325582,0.9047619047619048,0.6046511627906976,0.6666666666666666,0.4186046511627907,0.2857142857142857
Michael Walters,0.8837209302325582,0.8571428571428571,0.9534883720930233,0.9523809523809523,0.9302325581395349,0.9523809523809523,0.9069767441860465,0.9047619047619048,0.9302325581395349,0.9047619047619048,0.8372093023255814,0.8571428571428571,0.4883720930232558,0.47619047619047616,0.4883720930232558,0.047619047619047616,0.9767441860465116,0.9523809523809523,0.9302325581395349,0.9523809523809523,0.813953488372093,0.8095238095238095,0.09302325581395349,0.0,0.4418604651162791,0.2857142857142857,0.9767441860465116,1.0,0.4418604651162791,0.3333333333333333,0.9302325581395349,0.9523809523809523,0.8837209302325582,0.9047619047619048,0.813953488372093,0.8095238095238095,0.32558139534883723,0.047619047619047616,0.8372093023255814,0.8571428571428571,0.4418604651162791,0.3333333333333333,0.9069767441860465,0.8571428571428571,0.3953488372093023,0.0,0.9069767441860465,0.9523809523809523,0.9767441860465116,0.9523809523809523,0.7674418604651163,0.7619047619047619,0.046511627906976744,0.0,0.6511627906976745,0.6190476190476191,0.23255813953488372,0.047619047619047616,0.5116279069767442,0.6666666666666666,0,Away,2,0.9302325581395349,0.9523809523809523,0.8372093023255814,0.7619047619047619,0.5581395348837209,0.47619047619047616,0.8372093023255814,0.9047619047619048,0.9767441860465116,1.0
Bradley Hill,0.9302325581395349,0.9523809523809523,0.7674418604651163,0.7619047619047619,0.8604651162790697,0.8571428571428571,0.7906976744186046,0.7619047619047619,0.813953488372093,0.7619047619047619,0.3488372093023256,0.047619047619047616,0.5116279069767442,0.5238095238095238,0.5116279069767442,0.09523809523809523,0.8372093023255814,0.7142857142857143,0.8837209302325582,0.8571428571428571,0.3023255813953488,0.0,0.46511627906976744,0.38095238095238093,0.9534883720930233,0.9523809523809523,0.6046511627906976,0.42857142857142855,0.8604651162790697,0.7142857142857143,0.627906976744186,0.6190476190476191,0.9767441860465116,1.0,0.9302325581395349,0.9047619047619048,0.3488372093023256,0.09523809523809523,0.4186046511627907,0.047619047619047616,0.3023255813953488,0.19047619047619047,0.9767441860465116,0.9523809523809523,0.4186046511627907,0.047619047619047616,0.3023255813953488,0.0,0.6744186046511628,0.7142857142857143,0.9069767441860465,0.9047619047619048,0.6976744186046512,0.6190476190476191,0.37209302325581395,0.2857142857142857,0.2558139534883721,0.09523809523809523,0.46511627906976744,0.6190476190476191,0,Away,0,0.8604651162790697,0.8095238095238095,0.8604651162790697,0.8095238095238095,0.5813953488372093,0.5238095238095238,0.627906976744186,0.7142857142857143,0.7674418604651163,0.8095238095238095
Connor Blakely,0.9767441860465116,1.0,0.4883720930232558,0.5238095238095238,0.8837209302325582,0.9047619047619048,0.9302325581395349,0.9523809523809523,0.37209302325581395,0.0,0.37209302325581395,0.09523809523809523,0.27906976744186046,0.19047619047619047,0.5348837209302325,0.14285714285714285,0.4186046511627907,0.047619047619047616,0.5348837209302325,0.5238095238095238,0.32558139534883723,0.047619047619047616,0.9767441860465116,0.9523809523809523,0.8372093023255814,0.7619047619047619,0.627906976744186,0.47619047619047616,0.8837209302325582,0.7619047619047619,0.6511627906976745,0.6666666666666666,0.9534883720930233,0.9523809523809523,0.9767441860465116,0.9523809523809523,0.37209302325581395,0.14285714285714285,0.4418604651162791,0.09523809523809523,0.46511627906976744,0.38095238095238093,0.46511627906976744,0.047619047619047616,0.4418604651162791,0.09523809523809523,0.32558139534883723,0.047619047619047616,0.6976744186046512,0.7619047619047619,0.9534883720930233,0.9523809523809523,0.13953488372093023,0.09523809523809523,0.9302325581395349,0.9523809523809523,0.27906976744186046,0.14285714285714285,0.6511627906976745,0.8571428571428571,0,Away,0,0.9534883720930233,1.0,0.9534883720930233,0.9523809523809523,0.3953488372093023,0.23809523809523808,0.8604651162790697,0.9523809523809523,0.4418604651162791,0.3333333333333333
Lachlan Weller,0.8372093023255814,0.8095238095238095,0.5116279069767442,0.5714285714285714,0.813953488372093,0.8095238095238095,0.3488372093023256,0.3333333333333333,0.3953488372093023,0.047619047619047616,0.8604651162790697,0.9047619047619048,0.7906976744186046,0.9047619047619048,0.5581395348837209,0.19047619047619047,0.8604651162790697,0.7619047619047619,1.0,1.0,0.6744186046511628,0.6190476190476191,0.8372093023255814,0.7619047619047619,0.6976744186046512,0.5714285714285714,0.8604651162790697,0.8095238095238095,0.46511627906976744,0.38095238095238093,0.7209302325581395,0.7619047619047619,0.7906976744186046,0.7619047619047619,0.7441860465116279,0.7142857142857143,0.3953488372093023,0.19047619047619047,0.46511627906976744,0.14285714285714285,0.5813953488372093,0.47619047619047616,1.0,1.0,0.46511627906976744,0.14285714285714285,0.6976744186046512,0.6666666666666666,1.0,1.0,0.9767441860465116,1.0,0.37209302325581395,0.3333333333333333,0.6744186046511628,0.6666666666666666,0.7906976744186046,0.9047619047619048,0.20930232558139536,0.2857142857142857,0,Away,0,0.4186046511627907,0.38095238095238093,0.4186046511627907,0.3333333333333333,0.7674418604651163,0.7619047619047619,0.9767441860465116,1.0,0.7906976744186046,0.8571428571428571
Michael Johnson,0.9069767441860465,0.9047619047619048,0.2558139534883721,0.3333333333333333,0.7674418604651163,0.7142857142857143,0.4883720930232558,0.47619047619047616,0.4186046511627907,0.09523809523809523,0.3953488372093023,0.14285714285714285,0.046511627906976744,0.0,0.5813953488372093,0.23809523809523808,0.4418604651162791,0.09523809523809523,0.06976744186046512,0.0,0.3488372093023256,0.09523809523809523,0.16279069767441862,0.14285714285714285,1.0,1.0,0.6511627906976745,0.5238095238095238,0.4883720930232558,0.42857142857142855,0.4883720930232558,0.42857142857142855,0.7209302325581395,0.7142857142857143,0.7674418604651163,0.7619047619047619,0.4186046511627907,0.23809523809523808,0.4883720930232558,0.19047619047619047,0.9069767441860465,0.8571428571428571,0.4883720930232558,0.09523809523809523,0.4883720930232558,0.19047619047619047,0.3488372093023256,0.09523809523809523,0.37209302325581395,0.42857142857142855,0.8604651162790697,0.8571428571428571,0.3953488372093023,0.38095238095238093,0.9767441860465116,1.0,0.3023255813953488,0.19047619047619047,1.0,1.0,0,Away,0,0.5581395348837209,0.47619047619047616,0.5116279069767442,0.47619047619047616,0.06976744186046512,0.0,0.3953488372093023,0.47619047619047616,0.627906976744186,0.5714285714285714
Lee Spurr,0.7209302325581395,0.7142857142857143,0.813953488372093,0.8095238095238095,0.7906976744186046,0.7619047619047619,0.5813953488372093,0.5714285714285714,0.4418604651162791,0.14285714285714285,0.4186046511627907,0.19047619047619047,0.5348837209302325,0.5714285714285714,0.6046511627906976,0.2857142857142857,0.46511627906976744,0.14285714285714285,0.5581395348837209,0.5714285714285714,0.5581395348837209,0.47619047619047616,0.8604651162790697,0.8095238095238095,0.8604651162790697,0.8095238095238095,0.6744186046511628,0.5714285714285714,0.9069767441860465,0.8095238095238095,0.5116279069767442,0.47619047619047616,0.8372093023255814,0.8571428571428571,0.8372093023255814,0.8571428571428571,0.4418604651162791,0.2857142857142857,0.5116279069767442,0.23809523809523808,0.32558139534883723,0.23809523809523808,0.5116279069767442,0.14285714285714285,0.5116279069767442,0.23809523809523808,0.6046511627906976,0.47619047619047616,0.11627906976744186,0.047619047619047616,0.5581395348837209,0.5238095238095238,0.16279069767441862,0.14285714285714285,0.3953488372093023,0.3333333333333333,0.32558139534883723,0.23809523809523808,0.627906976744186,0.8095238095238095,0,Away,0,0.6744186046511628,0.6190476190476191,0.6046511627906976,0.5714285714285714,0.6046511627906976,0.5714285714285714,0.11627906976744186,0.047619047619047616,0.5581395348837209,0.5238095238095238
