Player,Kicks BTNS,Kicks OTNS,Handballs BTNS,Handballs OTNS,Disposals BTNS,Disposals OTNS,Marks BTNS,Marks OTNS,Goals BTNS,Goals OTNS,Behinds BTNS,Behinds OTNS,Tackles BTNS,Tackles OTNS,Hitouts BTNS,Hitouts OTNS,Goal Assists BTNS,Goal Assists OTNS,Inside 50s BTNS,Inside 50s OTNS,Clearances BTNS,Clearances OTNS,Clangers BTNS,Clangers OTNS,Rebound 50s BTNS,Rebound 50s OTNS,Frees For BTNS,Frees For OTNS,Frees Agains BTNS,Frees Agains OTNS,Contested Possessions BTNS,Contested Possessions OTNS,Uncontested Possessions BTNS,Uncontested Possessions OTNS,Effective Disposals BTNS,Effective Disposals OTNS,Contested Marks BTNS,Contested Marks OTNS,Marks Inside 50 BTNS,Marks Inside 50 OTNS,One Percenters BTNS,One Percenters OTNS,Bounces BTNS,Bounces OTNS,Centre Clearances BTNS,Centre Clearances OTNS,Stoppage Clearances BTNS,Stoppage Clearances OTNS,Score Involvements BTNS,Score Involvements OTNS,Metres Gained BTNS,Metres Gained OTNS,Turnovers BTNS,Turnovers OTNS,Intercepts BTNS,Intercepts OTNS,Tackles Inside 50 BTNS,Tackles Inside 50 OTNS,Time On Ground % BTNS,Time On Ground % OTNS,Winloss,HomeAway,Brownlow Votes,Uncontested Marks BTNS,Uncontested Marks OTNS,Marks Outside 50 BTNS,Marks Outside 50 OTNS,Tackles Outside 50 BTNS,Tackles Outside 50 OTNS,Behind Assists BTNS,Behind Assists OTNS,Ineffective Disposals BTNS,Ineffective Disposals OTNS
Richard Douglas,5.161260948350753,1.0,2.299166781752186,0.75,6.725245930303677,1.0,1.1618687921893458,0.2857142857142857,0.11363636363636362,0.0,0.06818181818181816,0.0,1.0200609497179098,0.42857142857142866,0.0474025974025974,0.0,0.9813574508612274,1.0,2.3974346739363317,1.0,2.243269314124214,1.0,2.568009509323081,0.0,1.0459693661429492,0.6000000000000001,0.1875,0.0,1.6424750012784541,0.0,3.8255957827570684,0.9374999999999999,4.588078346059817,1.0,4.768662910518483,0.8750000000000001,0.16666666666666666,0.0,0.0707070707070707,0.0,0.33181818181818185,0.0,0.125,0.0,1.3883024207587782,1.0,1.3655529016322336,1.0,2.740012686561715,0.6923076923076922,159.14001441510024,0.9514731369150778,2.835930448631258,0.0,1.0442868888768484,0.375,0.10606060606060606,0.0,19.961789852630737,0.823529411764706,1,Home,0,1.316738887428763,0.36363636363636365,1.876263777354542,0.6666666666666667,1.1389045602110888,0.6,2.2729915253374773,0.6363636363636364,2.7525017508766267,1.0
Rory Sloane,3.4296572032598056,0.5294117647058824,2.9523402207874265,1.0,5.7184858340181375,0.782608695652174,1.3378789142635785,0.35714285714285715,0.5554597365834174,0.33333333333333337,0.06818181818181816,0.0,1.497450067711668,0.7142857142857143,0.23266329385607964,0.03846153846153847,0.25,0.0,1.5230238953105568,0.5714285714285715,1.3214571385987495,0.5555555555555556,1.7611276174129349,0.4444444444444443,0.5203736270981547,0.2,1.130651569855519,1.0,1.6424750012784541,0.0,3.3641905874803686,0.8125,3.8711647876642346,0.7692307692307693,5.214122528805003,1.0,0.16666666666666666,0.0,0.24694541369909306,0.1111111111111111,2.001565159143647,1.0,0.8573504689029191,0.49999999999999994,0.6344118773944204,0.39999999999999997,0.8884226500702493,0.6,2.9818710980750294,0.7692307692307692,128.16431700901543,0.7279029462738301,2.1077920162592227,0.3333333333333334,1.8034498108115482,0.75,0.10606060606060606,0.0,19.961789852630737,0.823529411764706,1,Home,0,1.5179654527933035,0.4545454545454545,1.876263777354542,0.6666666666666667,1.6633257821699963,1.0,3.0003633473390314,0.9090909090909092,1.3523681537743522,0.41666666666666663
Patrick Dangerfield,3.6461076713961744,0.5882352941176471,2.5168912614305996,0.8333333333333334,5.51713381476103,0.7391304347826088,0.6338384259666474,0.07142857142857144,0.5554597365834174,0.33333333333333337,0.06818181818181816,0.0,1.258755508714789,0.5714285714285715,0.0474025974025974,0.0,0.9813574508612274,1.0,1.8144941548524818,0.7142857142857143,1.5519101824801156,0.6666666666666667,1.5594071444353985,0.5555555555555555,0.2575757575757575,0.0,0.1875,0.0,1.344983334185636,0.3333333333333333,4.056298380395418,1.0,2.67630885700493,0.38461538461538464,3.8777436739454414,0.6249999999999999,0.44969203509346795,0.3333333333333333,0.24694541369909306,0.1111111111111111,0.6657675772832748,0.20000000000000004,0.125,0.0,1.3883024207587782,1.0,0.6498575242892571,0.4,2.740012686561715,0.6923076923076922,129.84516880624483,0.7400346620450606,1.1369407730965087,0.7777777777777779,0.5381782742537152,0.125,0.10606060606060606,0.0,18.65075568790956,0.7352941176470589,1,Home,2,0.5118326259706011,0.0,0.7856423658605187,0.0,1.4011151711905425,0.8,2.2729915253374773,0.6363636363636364,2.352463580275977,0.8333333333333333
Rory Laird,3.4296572032598056,0.5294117647058824,2.5168912614305996,0.8333333333333334,5.315781795503922,0.6956521739130436,1.5138890363378112,0.42857142857142866,0.3345480501098905,0.16666666666666669,0.06818181818181816,0.0,0.7813663907210308,0.28571428571428575,0.0474025974025974,0.0,0.25,0.0,0.9400833762267069,0.28571428571428575,0.39964496307328523,0.11111111111111112,1.5594071444353985,0.5555555555555555,1.0459693661429492,0.6000000000000001,0.1875,0.0,1.344983334185636,0.3333333333333333,2.2106775992886183,0.49999999999999994,4.588078346059817,1.0,4.991392719661743,0.9375,0.16666666666666666,0.0,0.24694541369909306,0.1111111111111111,2.001565159143647,1.0,0.125,0.0,0.1318181818181818,0.0,0.41129239850826493,0.2,1.5307206289951434,0.30769230769230765,89.74484735805754,0.4506065857885615,1.8650792054685439,0.4444444444444445,1.5503955034999817,0.625,0.10606060606060606,0.0,19.961789852630737,0.823529411764706,1,Home,0,1.7191920181578437,0.5454545454545454,2.1489191302280477,0.8333333333333334,0.8766939492316349,0.4,1.5456197033359234,0.3636363636363637,1.1523490684740272,0.3333333333333333
Taylor Walker,4.944810480214384,0.9411764705882353,0.557370944324878,0.08333333333333333,4.913077756989706,0.6086956521739131,2.921970012931674,1.0,1.4391064824775246,1.0,1.006839489594288,1.0,0.3039772727272727,0.0,0.0474025974025974,0.0,0.9813574508612274,1.0,2.3974346739363317,1.0,0.16919191919191917,0.0,1.5594071444353985,0.5555555555555555,0.2575757575757575,0.0,0.42328789246387977,0.25,1.344983334185636,0.3333333333333333,1.7492724040119183,0.37499999999999994,4.349107159927956,0.923076923076923,3.8777436739454414,0.6249999999999999,1.0157427719470706,1.0,1.6568521576352722,1.0,0.6657675772832748,0.20000000000000004,0.3691168229676397,0.16666666666666663,0.1318181818181818,0.0,0.17272727272727273,0.0,3.7074463326149725,1.0,165.86342160401787,1.0,2.1077920162592227,0.3333333333333334,0.5381782742537152,0.125,0.10606060606060606,0.0,21.9283410997125,0.9558823529411765,1,Home,3,2.7253248449805465,1.0,2.1489191302280477,0.8333333333333334,0.3522727272727273,0.0,3.2428206213395496,1.0,1.7524063243750019,0.5833333333333334
Brodie Smith,3.4296572032598056,0.5294117647058824,2.0814423020737727,0.6666666666666666,4.913077756989706,0.6086956521739131,1.1618687921893458,0.2857142857142857,0.3345480501098905,0.16666666666666669,0.06818181818181816,0.0,1.0200609497179098,0.42857142857142866,0.0474025974025974,0.0,0.6156787254306136,0.5,2.105964414394407,0.8571428571428571,0.8605510508360174,0.33333333333333337,1.357686671457862,0.6666666666666666,1.5715651051877435,1.0,0.6590757849277595,0.5,0.75,1.0,2.6720827945653185,0.6249999999999999,3.3932224154005124,0.6153846153846154,4.545933101375222,0.8125,0.7327174035202693,0.6666666666666666,0.0707070707070707,0.0,0.9997169727483679,0.4,1.3455841148381984,0.8333333333333334,0.3831150296063011,0.2,0.6498575242892571,0.4,2.014437452021772,0.4615384615384615,137.52906273643643,0.7954939341421144,1.379653583887187,0.6666666666666667,1.8034498108115482,0.75,0.10606060606060606,0.0,18.432249993789362,0.7205882352941178,1,Home,0,0.914285756699682,0.18181818181818182,1.876263777354542,0.6666666666666667,1.1389045602110888,0.6,1.7880769773364413,0.4545454545454546,1.1523490684740272,0.3333333333333333
Eddie Betts,3.6461076713961744,0.5882352941176471,1.6459933427169453,0.5,4.711725737732598,0.5652173913043479,1.6898991584120442,0.5,0.997283109530471,0.6666666666666667,0.06818181818181816,0.0,1.9748391857054264,1.0,0.0474025974025974,0.0,0.9813574508612274,1.0,1.5230238953105568,0.5714285714285715,0.6300980069546512,0.22222222222222224,1.1559661984803253,0.7777777777777777,0.5203736270981547,0.2,0.1875,0.0,1.047491667092818,0.6666666666666666,1.9799750016502684,0.4374999999999999,4.110135973796095,0.8461538461538463,3.8777436739454414,0.6249999999999999,0.16666666666666666,0.0,0.5994220996831379,0.3333333333333333,0.6657675772832748,0.20000000000000004,1.5897009378058382,1.0,0.6344118773944204,0.39999999999999997,0.17272727272727273,0.0,3.223729509588344,0.8461538461538461,92.14606421124242,0.4679376083188908,1.6223663946778655,0.5555555555555557,0.7912325815652819,0.25,0.7448358612470274,1.0,20.835812629111523,0.8823529411764707,1,Home,1,1.9204185835223844,0.6363636363636364,1.876263777354542,0.6666666666666667,1.4011151711905425,0.8,2.7579060733385137,0.8181818181818183,1.5523872390746771,0.5
Nathan Van Berlo,2.5638553307143326,0.2941176470588235,1.863717822395359,0.5833333333333334,3.9063176607041665,0.391304347826087,0.985858670115113,0.21428571428571433,0.11363636363636362,0.0,0.06818181818181816,0.0,1.258755508714789,0.5714285714285715,0.0474025974025974,0.0,0.6156787254306136,0.5,2.105964414394407,0.8571428571428571,0.8605510508360174,0.33333333333333337,0.954245725502789,0.8888888888888887,0.5203736270981547,0.2,0.42328789246387977,0.25,1.047491667092818,0.6666666666666666,1.5185698063735684,0.31249999999999994,3.3932224154005124,0.6153846153846154,3.4322840556589207,0.5,0.16666666666666666,0.0,0.0707070707070707,0.0,0.33181818181818185,0.0,0.125,0.0,0.1318181818181818,0.0,0.8884226500702493,0.6,1.288862217481829,0.23076923076923073,73.65669444171893,0.33448873483535524,1.1369407730965087,0.7777777777777779,0.28512396694214875,0.0,0.10606060606060606,0.0,18.869261382029755,0.75,1,Home,0,1.1155123220642225,0.2727272727272727,1.6036084244810362,0.5,1.4011151711905425,0.8,1.0607051553348874,0.18181818181818185,1.1523490684740272,0.3333333333333333
Daniel Talia,1.9145039263052275,0.11764705882352938,2.5168912614305996,0.8333333333333334,3.9063176607041665,0.391304347826087,0.985858670115113,0.21428571428571433,0.11363636363636362,0.0,0.06818181818181816,0.0,0.7813663907210308,0.28571428571428575,0.0474025974025974,0.0,0.25,0.0,0.3571428571428571,0.0,0.16919191919191917,0.0,0.954245725502789,0.8888888888888887,0.783171496620552,0.4,0.42328789246387977,0.25,0.75,1.0,1.7492724040119183,0.37499999999999994,2.9152800431367907,0.4615384615384615,3.8777436739454414,0.6249999999999999,0.16666666666666666,0.0,0.0707070707070707,0.0,2.001565159143647,1.0,0.125,0.0,0.1318181818181818,0.0,0.17272727272727273,0.0,1.0470038059685145,0.15384615384615383,48.20379579795931,0.1507798960138648,1.1369407730965087,0.7777777777777779,1.2973411961884151,0.5,0.10606060606060606,0.0,22.58385818207309,1.0,1,Home,0,1.1155123220642225,0.2727272727272727,1.6036084244810362,0.5,0.8766939492316349,0.4,1.0607051553348874,0.18181818181818185,0.7523108978733771,0.16666666666666666
Kyle Hartigan,1.698053458168859,0.05882352941176466,2.5168912614305996,0.8333333333333334,3.7049656414470586,0.3478260869565218,1.1618687921893458,0.2857142857142857,0.11363636363636362,0.0,0.06818181818181816,0.0,0.3039772727272727,0.0,0.0474025974025974,0.0,0.25,0.0,0.3571428571428571,0.0,0.16919191919191917,0.0,0.7525252525252525,1.0,1.0459693661429492,0.6000000000000001,0.1875,0.0,0.75,1.0,1.7492724040119183,0.37499999999999994,2.9152800431367907,0.4615384615384615,3.4322840556589207,0.5,0.16666666666666666,0.0,0.0707070707070707,0.0,0.9997169727483679,0.4,0.125,0.0,0.1318181818181818,0.0,0.17272727272727273,0.0,1.288862217481829,0.23076923076923073,27.31320917525095,0.0,0.8942279623058301,0.888888888888889,2.3095584254346817,1.0,0.10606060606060606,0.0,22.365352487952894,0.9852941176470589,1,Home,0,1.316738887428763,0.36363636363636365,1.876263777354542,0.6666666666666667,0.3522727272727273,0.0,1.3031624293354054,0.27272727272727276,0.9523299831737022,0.25
David MacKay,1.9145039263052275,0.11764705882352938,2.0814423020737727,0.6666666666666666,3.5036136221899508,0.3043478260869565,0.985858670115113,0.21428571428571433,0.11363636363636362,0.0,0.06818181818181816,0.0,1.0200609497179098,0.42857142857142866,0.0474025974025974,0.0,0.25,0.0,0.6486131166847819,0.14285714285714288,0.6300980069546512,0.22222222222222224,0.954245725502789,0.8888888888888887,1.3087672356653464,0.8,0.1875,0.0,0.75,1.0,1.5185698063735684,0.31249999999999994,2.9152800431367907,0.4615384615384615,2.9868244373724,0.375,0.16666666666666666,0.0,0.0707070707070707,0.0,0.33181818181818185,0.0,0.3691168229676397,0.16666666666666663,0.1318181818181818,0.0,0.6498575242892571,0.4,1.0470038059685145,0.15384615384615383,42.44087535031562,0.10918544194107449,0.8942279623058301,0.888888888888889,0.7912325815652819,0.25,0.10606060606060606,0.0,18.432249993789362,0.7205882352941178,1,Home,0,1.1155123220642225,0.2727272727272727,1.6036084244810362,0.5,1.1389045602110888,0.6,1.0607051553348874,0.18181818181818185,1.1523490684740272,0.3333333333333333
Cameron E-Yolmen,2.130954394441596,0.1764705882352941,1.863717822395359,0.5833333333333334,3.5036136221899508,0.3043478260869565,0.6338384259666474,0.07142857142857144,0.11363636363636362,0.0,0.06818181818181816,0.0,0.7813663907210308,0.28571428571428575,0.41792399030956195,0.07692307692307693,0.6156787254306136,0.5,1.5230238953105568,0.5714285714285715,0.6300980069546512,0.22222222222222224,1.357686671457862,0.6666666666666666,0.2575757575757575,0.0,0.42328789246387977,0.25,1.344983334185636,0.3333333333333333,2.2106775992886183,0.49999999999999994,2.437337670873069,0.3076923076923077,3.2095542465156606,0.43749999999999994,0.44969203509346795,0.3333333333333333,0.0707070707070707,0.0,0.33181818181818185,0.0,0.125,0.0,0.3831150296063011,0.2,0.41129239850826493,0.2,1.7725790405084576,0.3846153846153846,57.08829815474332,0.21490467937608315,1.1369407730965087,0.7777777777777779,1.0442868888768484,0.375,0.10606060606060606,0.0,15.154664581986422,0.5,1,Home,0,0.5118326259706011,0.0,1.0582977187340246,0.1666666666666667,0.8766939492316349,0.4,1.5456197033359234,0.3636363636363637,0.9523299831737022,0.25
Kyle Cheney,2.780305798850701,0.3529411764705882,0.9928199036817049,0.24999999999999997,3.302261602932843,0.2608695652173913,1.5138890363378112,0.42857142857142866,0.11363636363636362,0.0,0.06818181818181816,0.0,1.0200609497179098,0.42857142857142866,0.0474025974025974,0.0,0.25,0.0,0.6486131166847819,0.14285714285714288,0.39964496307328523,0.11111111111111112,0.954245725502789,0.8888888888888887,1.0459693661429492,0.6000000000000001,0.42328789246387977,0.25,0.75,1.0,1.7492724040119183,0.37499999999999994,2.437337670873069,0.3076923076923077,3.4322840556589207,0.5,0.7327174035202693,0.6666666666666666,0.0707070707070707,0.0,1.3336663682134609,0.6,0.3691168229676397,0.16666666666666663,0.1318181818181818,0.0,0.17272727272727273,0.0,0.5632869829418858,0.0,80.38010163063656,0.3830155979202773,1.1369407730965087,0.7777777777777779,2.3095584254346817,1.0,0.10606060606060606,0.0,22.365352487952894,0.9852941176470589,1,Home,0,1.316738887428763,0.36363636363636365,2.421574483101554,1.0,1.1389045602110888,0.6,0.5757906073338512,0.0,0.5522918125730522,0.08333333333333337
Matthew Jaensch,2.9967562669870693,0.4117647058823529,0.7750954240032915,0.16666666666666666,3.302261602932843,0.2608695652173913,1.3378789142635785,0.35714285714285715,0.11363636363636362,0.0,0.06818181818181816,0.0,0.5426718317241517,0.14285714285714288,0.0474025974025974,0.0,0.25,0.0,1.2315536357686319,0.4285714285714286,0.39964496307328523,0.11111111111111112,0.7525252525252525,1.0,0.5203736270981547,0.2,0.42328789246387977,0.25,0.75,1.0,1.5185698063735684,0.31249999999999994,2.67630885700493,0.38461538461538464,2.9868244373724,0.375,0.16666666666666666,0.0,0.0707070707070707,0.0,1.3336663682134609,0.6,0.3691168229676397,0.16666666666666663,0.1318181818181818,0.0,0.41129239850826493,0.2,1.5307206289951434,0.30769230769230765,73.41657275640044,0.3327556325823223,1.8650792054685439,0.4444444444444445,1.5503955034999817,0.625,0.10606060606060606,0.0,18.432249993789362,0.7205882352941178,1,Home,0,1.5179654527933035,0.4545454545454545,2.1489191302280477,0.8333333333333334,0.614483338252181,0.2,1.5456197033359234,0.3636363636363637,0.9523299831737022,0.25
Josh Jenkins,1.9145039263052275,0.11764705882352938,1.863717822395359,0.5833333333333334,3.302261602932843,0.2608695652173913,1.5138890363378112,0.42857142857142866,0.7763714230569442,0.5,0.2559133524643121,0.19999999999999998,0.7813663907210308,0.28571428571428575,0.6031846867630443,0.11538461538461542,0.9813574508612274,1.0,0.6486131166847819,0.14285714285714288,0.39964496307328523,0.11111111111111112,0.954245725502789,0.8888888888888887,0.2575757575757575,0.0,0.1875,0.0,0.75,1.0,1.2878672087352183,0.24999999999999997,2.9152800431367907,0.4615384615384615,3.2095542465156606,0.43749999999999994,0.44969203509346795,0.3333333333333333,0.7756604426751603,0.4444444444444444,0.9997169727483679,0.4,0.125,0.0,0.1318181818181818,0.0,0.41129239850826493,0.2,2.9818710980750294,0.7692307692307692,37.15819827330891,0.07105719237435007,0.8942279623058301,0.888888888888889,0.28512396694214875,0.0,0.10606060606060606,0.0,18.432249993789362,0.7205882352941178,1,Home,0,1.5179654527933035,0.4545454545454545,1.3309530716075304,0.33333333333333337,0.8766939492316349,0.4,2.5154487993379955,0.7272727272727274,0.7523108978733771,0.16666666666666666
Sam Jacobs,2.5638553307143326,0.2941176470588235,0.9928199036817049,0.24999999999999997,3.100909583675735,0.21739130434782605,1.5138890363378112,0.42857142857142866,0.11363636363636362,0.0,0.06818181818181816,0.0,0.5426718317241517,0.14285714285714288,4.864180705193136,1.0,0.25,0.0,0.9400833762267069,0.28571428571428575,0.16919191919191917,0.0,0.7525252525252525,1.0,0.5203736270981547,0.2,0.42328789246387977,0.25,0.75,1.0,0.8264620134585182,0.12499999999999994,3.1542512292686515,0.5384615384615384,2.9868244373724,0.375,0.44969203509346795,0.3333333333333333,0.0707070707070707,0.0,2.001565159143647,1.0,0.125,0.0,0.1318181818181818,0.0,0.17272727272727273,0.0,1.288862217481829,0.23076923076923073,62.13085354643155,0.2512998266897747,0.8942279623058301,0.888888888888889,0.5381782742537152,0.125,0.10606060606060606,0.0,19.08776707614995,0.7647058823529411,1,Home,0,1.5179654527933035,0.4545454545454545,2.421574483101554,1.0,0.614483338252181,0.2,1.3031624293354054,0.27272727272727276,0.7523108978733771,0.16666666666666666
Ricky Henderson,2.5638553307143326,0.2941176470588235,0.7750954240032915,0.16666666666666666,2.899557564418627,0.17391304347826084,0.4578283038924146,0.0,0.11363636363636362,0.0,0.06818181818181816,0.0,0.7813663907210308,0.28571428571428575,0.0474025974025974,0.0,0.25,0.0,1.2315536357686319,0.4285714285714286,0.39964496307328523,0.11111111111111112,1.1559661984803253,0.7777777777777777,1.3087672356653464,0.8,0.42328789246387977,0.25,0.75,1.0,1.7492724040119183,0.37499999999999994,1.7204241124774862,0.0769230769230769,2.095905200799359,0.125,0.16666666666666666,0.0,0.0707070707070707,0.0,1.3336663682134609,0.6,0.125,0.0,0.1318181818181818,0.0,0.41129239850826493,0.2,1.0470038059685145,0.15384615384615383,97.9089846588861,0.5095320623916811,1.379653583887187,0.6666666666666667,1.8034498108115482,0.75,0.10606060606060606,0.0,15.81018166434701,0.5441176470588236,1,Home,0,0.5118326259706011,0.0,0.7856423658605187,0.0,0.8766939492316349,0.4,1.0607051553348874,0.18181818181818185,1.3523681537743522,0.41666666666666663
Charlie Cameron,2.780305798850701,0.3529411764705882,0.3396464646464646,0.0,2.6982055451615197,0.13043478260869565,1.1618687921893458,0.2857142857142857,0.3345480501098905,0.16666666666666669,0.6313764210293001,0.5999999999999999,0.5426718317241517,0.14285714285714288,0.0474025974025974,0.0,0.6156787254306136,0.5,1.8144941548524818,0.7142857142857143,0.16919191919191917,0.0,1.1559661984803253,0.7777777777777777,0.2575757575757575,0.0,0.1875,0.0,0.75,1.0,0.8264620134585182,0.12499999999999994,2.67630885700493,0.38461538461538464,1.6504455825128383,0.0,0.16666666666666666,0.0,0.24694541369909306,0.1111111111111111,0.33181818181818185,0.0,0.125,0.0,0.1318181818181818,0.0,0.17272727272727273,0.0,1.7725790405084576,0.3846153846153846,75.33754623894833,0.34662045060658575,1.1369407730965087,0.7777777777777779,0.28512396694214875,0.0,0.3189856911227465,0.33333333333333337,19.306272770270148,0.7794117647058824,1,Home,0,1.316738887428763,0.36363636363636365,1.6036084244810362,0.5,0.3522727272727273,0.0,1.5456197033359234,0.3636363636363637,1.5523872390746771,0.5
Tom Lynch,2.130954394441596,0.1764705882352941,0.7750954240032915,0.16666666666666666,2.496853525904412,0.08695652173913042,1.1618687921893458,0.2857142857142857,0.3345480501098905,0.16666666666666669,0.06818181818181816,0.0,0.7813663907210308,0.28571428571428575,0.0474025974025974,0.0,0.6156787254306136,0.5,0.3571428571428571,0.0,0.16919191919191917,0.0,1.1559661984803253,0.7777777777777777,0.2575757575757575,0.0,0.1875,0.0,0.75,1.0,1.0571646110968682,0.18749999999999997,2.198366484741208,0.23076923076923075,1.8731753916560987,0.062499999999999965,0.7327174035202693,0.6666666666666666,0.4231837566911154,0.2222222222222222,0.9997169727483679,0.4,0.125,0.0,0.1318181818181818,0.0,0.17272727272727273,0.0,1.5307206289951434,0.30769230769230765,57.80866321069878,0.22010398613518192,1.6223663946778655,0.5555555555555557,0.28512396694214875,0.0,0.10606060606060606,0.0,20.180295546750934,0.8382352941176471,1,Home,0,0.914285756699682,0.18181818181818182,1.3309530716075304,0.33333333333333337,0.8766939492316349,0.4,1.3031624293354054,0.27272727272727276,1.1523490684740272,0.3333333333333333
Jarryd Lyons,1.698053458168859,0.05882352941176466,1.2105443833601184,0.3333333333333333,2.496853525904412,0.08695652173913042,0.8098485480408801,0.14285714285714288,0.11363636363636362,0.0,0.06818181818181816,0.0,1.258755508714789,0.5714285714285715,0.0474025974025974,0.0,0.25,0.0,0.3571428571428571,0.0,0.8605510508360174,0.33333333333333337,1.1559661984803253,0.7777777777777777,0.5203736270981547,0.2,0.1875,0.0,0.75,1.0,1.5185698063735684,0.31249999999999994,1.7204241124774862,0.0769230769230769,1.8731753916560987,0.062499999999999965,0.16666666666666666,0.0,0.0707070707070707,0.0,0.33181818181818185,0.0,0.125,0.0,0.6344118773944204,0.39999999999999997,0.41129239850826493,0.2,0.5632869829418858,0.0,42.44087535031562,0.10918544194107449,1.379653583887187,0.6666666666666667,0.5381782742537152,0.125,0.3189856911227465,0.33333333333333337,7.725470981899752,0.0,1,Home,0,0.914285756699682,0.18181818181818182,1.3309530716075304,0.33333333333333337,1.1389045602110888,0.6,0.5757906073338512,0.0,1.1523490684740272,0.3333333333333333
Matthew Wright,2.130954394441596,0.1764705882352941,0.557370944324878,0.08333333333333333,2.295501506647304,0.04347826086956521,0.8098485480408801,0.14285714285714288,0.11363636363636362,0.0,0.06818181818181816,0.0,1.258755508714789,0.5714285714285715,0.0474025974025974,0.0,0.6156787254306136,0.5,0.9400833762267069,0.28571428571428575,0.16919191919191917,0.0,1.357686671457862,0.6666666666666666,0.5203736270981547,0.2,0.1875,0.0,1.047491667092818,0.6666666666666666,0.3650568181818182,0.0,1.959395298609347,0.1538461538461538,1.8731753916560987,0.062499999999999965,0.16666666666666666,0.0,0.0707070707070707,0.0,0.6657675772832748,0.20000000000000004,0.125,0.0,0.1318181818181818,0.0,0.17272727272727273,0.0,1.0470038059685145,0.15384615384615383,44.12172714754503,0.12131715771230499,1.6223663946778655,0.5555555555555557,1.0442868888768484,0.375,0.3189856911227465,0.33333333333333337,20.39880124087113,0.8529411764705883,1,Home,0,0.914285756699682,0.18181818181818182,1.3309530716075304,0.33333333333333337,1.1389045602110888,0.6,0.8182478813343693,0.0909090909090909,0.9523299831737022,0.25
