Player,Kicks BTPS,Kicks OTPS,Handballs BTPS,Handballs OTPS,Disposals BTPS,Disposals OTPS,Marks BTPS,Marks OTPS,Goals BTPS,Goals OTPS,Behinds BTPS,Behinds OTPS,Tackles BTPS,Tackles OTPS,Hitouts BTPS,Hitouts OTPS,Goal Assists BTPS,Goal Assists OTPS,Inside 50s BTPS,Inside 50s OTPS,Clearances BTPS,Clearances OTPS,Clangers BTPS,Clangers OTPS,Rebound 50s BTPS,Rebound 50s OTPS,Frees For BTPS,Frees For OTPS,Frees Agains BTPS,Frees Agains OTPS,Contested Possessions BTPS,Contested Possessions OTPS,Uncontested Possessions BTPS,Uncontested Possessions OTPS,Effective Disposals BTPS,Effective Disposals OTPS,Contested Marks BTPS,Contested Marks OTPS,Marks Inside 50 BTPS,Marks Inside 50 OTPS,One Percenters BTPS,One Percenters OTPS,Bounces BTPS,Bounces OTPS,Centre Clearances BTPS,Centre Clearances OTPS,Stoppage Clearances BTPS,Stoppage Clearances OTPS,Score Involvements BTPS,Score Involvements OTPS,Metres Gained BTPS,Metres Gained OTPS,Turnovers BTPS,Turnovers OTPS,Intercepts BTPS,Intercepts OTPS,Tackles Inside 50 BTPS,Tackles Inside 50 OTPS,Time On Ground % BTPS,Time On Ground % OTPS,Winloss,HomeAway,Brownlow Votes,Uncontested Marks BTPS,Uncontested Marks OTPS,Marks Outside 50 BTPS,Marks Outside 50 OTPS,Tackles Outside 50 BTPS,Tackles Outside 50 OTPS,Behind Assists BTPS,Behind Assists OTPS,Ineffective Disposals BTPS,Ineffective Disposals OTPS
Matthew Wright,0.3333333333333333,0.17647058823529413,0.05555555555555556,0.08333333333333333,0.26666666666666666,0.04347826086956521,0.2,0.14285714285714285,0.0,0.0,0.0,0.0,0.5,0.5714285714285714,0.0,0.0,0.5,0.5,0.28571428571428575,0.2857142857142857,0.0,0.0,0.6666666666666667,0.6666666666666667,0.16666666666666666,0.2,0.0,0.0,0.6666666666666667,0.6666666666666667,0.0,0.0,0.31249999999999994,0.15384615384615385,0.2857142857142857,0.06250000000000001,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2142857142857143,0.15384615384615385,0.24999999999999997,0.121317157712305,0.5555555555555556,0.5555555555555556,0.27272727272727276,0.375,0.3333333333333333,0.3333333333333333,0.8529411764705883,0.8529411764705883,1,Home,0,0.25,0.1818181818181818,0.4285714285714286,0.33333333333333326,0.5,0.6,0.16666666666666669,0.09090909090909093,0.25,0.25
Luke Brown,0.19047619047619047,0.0,0.16666666666666669,0.25,0.2333333333333333,0.0,0.2,0.14285714285714285,0.0,0.0,0.0,0.0,0.25,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.16666666666666666,0.2,0.5,0.5,1.0,1.0,0.25,0.25,0.18749999999999994,0.0,0.380952380952381,0.18749999999999997,0.0,0.0,0.0,0.0,0.4,0.4,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.2142857142857143,0.15384615384615385,0.14940828402366862,0.003466204506065854,1.0,1.0,0.4545454545454546,0.625,0.0,0.0,0.20588235294117652,0.20588235294117652,1,Home,0,0.25,0.1818181818181818,0.4285714285714286,0.33333333333333326,0.33333333333333337,0.4,0.25,0.1818181818181818,0.0,0.0
Ben Cunnington,0.47619047619047616,0.6666666666666667,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,0.5333333333333334,1.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.28571428571428575,0.33333333333333337,0.4444444444444444,0.6666666666666666,0.4444444444444444,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,1.0,1.0,0.75,0.923076923076923,0.8124999999999999,0.9285714285714285,0.761904761904762,0.9411764705882353,0.33333333333333337,0.3333333333333333,0.11111111111111109,0.3333333333333333,0.2,0.2,0.0,0.0,0.39999999999999997,0.6666666666666667,0.4,0.5,0.4285714285714286,0.8571428571428571,0.4881656804733728,0.6156716417910448,0.6666666666666667,0.625,0.36363636363636365,0.3636363636363636,0.0,0.0,0.7352941176470589,0.68,0,Away,0,0.5833333333333334,1.0,1.0,1.0,0.33333333333333337,0.3333333333333333,0.5,0.8571428571428571,0.8333333333333334,1.0
Sam Gibson,0.7142857142857143,1.0,0.38888888888888895,0.3888888888888889,0.7333333333333333,0.88,0.33333333333333337,0.6250000000000001,0.16666666666666666,0.25,0.2,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.4285714285714286,0.5,0.5555555555555555,0.8333333333333334,0.5555555555555556,0.20000000000000007,0.6666666666666666,0.6666666666666666,0.0,0.0,1.0,1.0,0.5625,0.6923076923076924,0.6874999999999999,0.7857142857142858,0.761904761904762,0.9411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.33333333333333337,0.8,1.0,0.4285714285714286,0.8571428571428571,0.6464497041420117,0.8152985074626865,0.33333333333333337,0.25,0.4545454545454546,0.45454545454545453,0.0,0.0,0.6911764705882354,0.6200000000000001,0,Away,0,0.4166666666666667,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0,0.0,0.33333333333333337,0.5714285714285714,0.5833333333333334,0.6666666666666669
Andrew Swallow,0.14285714285714285,0.19999999999999998,1.0,1.0,0.7,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.375,0.0,0.0,0.0,0.0,0.14285714285714288,0.16666666666666669,0.6666666666666666,1.0,0.5555555555555556,0.20000000000000007,0.16666666666666666,0.16666666666666666,0.25,0.3333333333333333,0.33333333333333337,0.0,0.8125,1.0,0.4999999999999999,0.5714285714285715,0.8095238095238095,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,0.4,0.5,0.28571428571428575,0.5714285714285714,0.15236686390532542,0.19216417910447758,0.7777777777777778,0.75,0.4545454545454546,0.45454545454545453,0.3333333333333333,0.5,0.7205882352941178,0.66,0,Away,0,0.0,0.0,0.0,0.0,0.33333333333333337,0.3333333333333333,0.33333333333333337,0.5714285714285714,0.4166666666666667,0.4444444444444445
Nick Dal Santo,0.5714285714285714,0.7999999999999999,0.38888888888888895,0.3888888888888889,0.6333333333333334,0.7600000000000001,0.13333333333333336,0.25,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.8571428571428572,1.0,0.3333333333333333,0.5,0.7777777777777778,0.6000000000000001,0.16666666666666666,0.16666666666666666,0.25,0.3333333333333333,0.6666666666666667,0.5,0.25,0.3076923076923077,0.875,1.0,0.8095238095238095,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.6,0.39999999999999997,0.6666666666666667,0.2,0.25,0.14285714285714288,0.2857142857142857,0.7928994082840236,1.0,0.11111111111111105,0.0,0.0,0.0,0.0,0.0,0.7352941176470589,0.68,0,Away,0,0.16666666666666669,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.16666666666666669,0.16666666666666666,0.16666666666666669,0.2857142857142857,0.25,0.22222222222222224
Brent Harvey,0.3809523809523809,0.5333333333333333,0.5,0.5,0.5666666666666667,0.68,0.06666666666666668,0.125,0.0,0.0,0.2,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.14285714285714288,0.16666666666666669,0.0,0.0,0.6666666666666667,0.4,0.16666666666666666,0.16666666666666666,0.25,0.3333333333333333,0.6666666666666667,0.5,0.4375,0.5384615384615384,0.6249999999999999,0.7142857142857143,0.6190476190476191,0.7647058823529412,0.0,0.0,0.0,0.0,0.2,0.2,0.3333333333333333,0.39999999999999997,0.0,0.0,0.0,0.0,0.35714285714285715,0.7142857142857143,0.2751479289940828,0.3470149253731344,0.5555555555555556,0.5,0.36363636363636365,0.3636363636363636,0.0,0.0,0.9264705882352942,0.9400000000000001,0,Away,0,0.08333333333333334,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.33333333333333337,0.5714285714285714,0.4166666666666667,0.4444444444444445
Lindsay Thomas,0.4285714285714285,0.6,0.38888888888888895,0.3888888888888889,0.5333333333333333,0.64,0.2666666666666667,0.5,0.3333333333333333,0.5,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.4285714285714286,0.5,0.1111111111111111,0.16666666666666666,0.5555555555555556,0.20000000000000007,0.16666666666666666,0.16666666666666666,0.5,0.6666666666666666,0.6666666666666667,0.5,0.375,0.4615384615384615,0.6874999999999999,0.7857142857142858,0.5238095238095238,0.6470588235294118,0.33333333333333337,0.3333333333333333,0.3333333333333333,1.0,0.4,0.4,0.0,0.0,0.0,0.0,0.2,0.25,0.35714285714285715,0.7142857142857143,0.3284023668639053,0.41417910447761186,0.6666666666666667,0.625,0.0,0.0,0.0,0.0,0.7647058823529412,0.72,0,Away,0,0.25,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.33333333333333337,0.3333333333333333,0.4166666666666667,0.7142857142857142,0.5,0.5555555555555556
Jack Ziebell,0.5714285714285714,0.7999999999999999,0.22222222222222224,0.2222222222222222,0.5333333333333333,0.64,0.2,0.375,0.0,0.0,0.2,0.5,0.75,0.75,0.02857142857142857,0.028571428571428574,0.0,0.0,0.5714285714285715,0.6666666666666667,0.2222222222222222,0.3333333333333333,0.6666666666666667,0.4,0.16666666666666666,0.16666666666666666,0.5,0.6666666666666666,0.33333333333333337,0.0,0.4375,0.5384615384615384,0.4999999999999999,0.5714285714285715,0.4761904761904762,0.5882352941176471,0.6666666666666667,0.6666666666666666,0.0,0.0,0.6,0.6000000000000001,0.0,0.0,0.39999999999999997,0.6666666666666667,0.0,0.0,0.07142857142857144,0.14285714285714285,0.6331360946745561,0.798507462686567,0.11111111111111105,0.0,0.18181818181818182,0.1818181818181818,0.3333333333333333,0.5,0.7500000000000001,0.7000000000000001,0,Away,0,0.08333333333333334,0.14285714285714285,0.4285714285714286,0.42857142857142855,0.8333333333333334,0.8333333333333334,0.08333333333333334,0.14285714285714285,0.5833333333333334,0.6666666666666669
Jamie MacMillan,0.5714285714285714,0.7999999999999999,0.22222222222222224,0.2222222222222222,0.5333333333333333,0.64,0.4666666666666667,0.8750000000000001,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.28571428571428575,0.33333333333333337,0.0,0.0,0.7777777777777778,0.6000000000000001,1.0,1.0,0.0,0.0,1.0,1.0,0.25,0.3076923076923077,0.4999999999999999,0.5714285714285715,0.6190476190476191,0.7647058823529412,0.0,0.0,0.0,0.0,0.4,0.4,0.16666666666666666,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.6301775147928994,0.7947761194029851,0.6666666666666667,0.625,1.0,1.0,0.0,0.0,0.7941176470588236,0.76,0,Away,0,0.5833333333333334,1.0,1.0,1.0,0.33333333333333337,0.3333333333333333,0.0,0.0,0.33333333333333337,0.33333333333333337
Shaun Atley,0.3333333333333333,0.4666666666666667,0.5,0.5,0.5333333333333333,0.64,0.2,0.375,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.5,0.7142857142857144,0.8333333333333334,0.1111111111111111,0.16666666666666666,1.0,1.0,0.16666666666666666,0.16666666666666666,0.25,0.3333333333333333,1.0,1.0,0.25,0.3076923076923077,0.6874999999999999,0.7857142857142858,0.6190476190476191,0.7647058823529412,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,1.0,0.0,0.0,0.2,0.25,0.2142857142857143,0.42857142857142855,0.7100591715976331,0.8955223880597014,0.6666666666666667,0.625,0.09090909090909091,0.0909090909090909,0.6666666666666666,1.0,0.8676470588235295,0.8599999999999999,0,Away,0,0.25,0.42857142857142855,0.4285714285714286,0.42857142857142855,1.0,1.0,0.16666666666666669,0.2857142857142857,0.33333333333333337,0.33333333333333337
Samuel Wright,0.47619047619047616,0.6666666666666667,0.27777777777777785,0.2777777777777778,0.5,0.6,0.4,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28571428571428575,0.33333333333333337,0.0,0.0,0.888888888888889,0.8,0.3333333333333333,0.3333333333333333,0.0,0.0,0.6666666666666667,0.5,0.125,0.15384615384615385,0.8124999999999999,0.9285714285714285,0.5238095238095238,0.6470588235294118,0.0,0.0,0.0,0.0,0.2,0.2,0.16666666666666666,0.19999999999999998,0.0,0.0,0.0,0.0,0.07142857142857144,0.14285714285714285,0.4511834319526627,0.5690298507462687,0.6666666666666667,0.625,0.5454545454545455,0.5454545454545454,0.0,0.0,0.7352941176470589,0.68,0,Away,0,0.5,0.8571428571428571,0.8571428571428572,0.8571428571428571,0.0,0.0,0.08333333333333334,0.14285714285714285,0.4166666666666667,0.4444444444444445
Shaun Higgins,0.2380952380952381,0.3333333333333333,0.5,0.5,0.4666666666666667,0.56,0.2666666666666667,0.5,0.6666666666666666,1.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.4285714285714286,0.5,0.0,0.0,0.7777777777777778,0.6000000000000001,0.0,0.0,0.0,0.0,0.6666666666666667,0.5,0.375,0.4615384615384615,0.5624999999999999,0.6428571428571428,0.5714285714285714,0.7058823529411765,0.0,0.0,0.11111111111111109,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.3136094674556213,0.39552238805970147,0.8888888888888888,0.875,0.18181818181818182,0.1818181818181818,0.3333333333333333,0.5,0.8529411764705883,0.8399999999999999,0,Away,0,0.33333333333333337,0.5714285714285714,0.4285714285714286,0.42857142857142855,0.0,0.0,0.5833333333333334,1.0,0.25,0.22222222222222224
Ryan Bastinac,0.3809523809523809,0.5333333333333333,0.33333333333333337,0.3333333333333333,0.4666666666666667,0.56,0.2,0.375,0.16666666666666666,0.25,0.0,0.0,0.375,0.375,0.0,0.0,0.5,0.5,0.5714285714285715,0.6666666666666667,0.1111111111111111,0.16666666666666666,0.6666666666666667,0.4,0.5,0.5,0.0,0.0,0.33333333333333337,0.0,0.375,0.4615384615384615,0.4374999999999999,0.5,0.5714285714285714,0.7058823529411765,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.19999999999999998,0.0,0.0,0.2,0.25,0.28571428571428575,0.5714285714285714,0.5088757396449703,0.6417910447761194,0.4444444444444444,0.375,0.27272727272727276,0.2727272727272727,0.3333333333333333,0.5,0.7205882352941178,0.66,0,Away,0,0.25,0.42857142857142855,0.4285714285714286,0.42857142857142855,0.33333333333333337,0.3333333333333333,0.25,0.42857142857142855,0.25,0.22222222222222224
Scott Thompson,0.2380952380952381,0.3333333333333333,0.4444444444444445,0.4444444444444444,0.4333333333333333,0.52,0.2666666666666667,0.5,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.14285714285714288,0.16666666666666669,0.0,0.0,0.6666666666666667,0.4,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666667,0.5,0.4375,0.5384615384615384,0.3749999999999999,0.42857142857142855,0.4761904761904762,0.5882352941176471,0.0,0.0,0.0,0.0,0.8,0.8,0.16666666666666666,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.2914201183431953,0.36753731343283585,0.6666666666666667,0.625,0.8181818181818182,0.8181818181818181,0.0,0.0,0.823529411764706,0.7999999999999999,0,Away,0,0.33333333333333337,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.16666666666666669,0.16666666666666666,0.0,0.0,0.33333333333333337,0.33333333333333337
Daniel Wells,0.047619047619047616,0.06666666666666667,0.5,0.5,0.3333333333333333,0.39999999999999997,0.06666666666666668,0.125,0.0,0.0,0.0,0.0,0.625,0.625,0.05714285714285714,0.05714285714285715,0.0,0.0,0.14285714285714288,0.16666666666666669,0.2222222222222222,0.3333333333333333,0.7777777777777778,0.6000000000000001,0.0,0.0,0.0,0.0,0.6666666666666667,0.5,0.375,0.4615384615384615,0.24999999999999994,0.28571428571428575,0.33333333333333337,0.411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999998,0.33333333333333337,0.2,0.25,0.28571428571428575,0.5714285714285714,0.0636094674556213,0.08022388059701492,0.6666666666666667,0.625,0.18181818181818182,0.1818181818181818,0.3333333333333333,0.5,0.6764705882352943,0.6000000000000001,0,Away,0,0.08333333333333334,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.6666666666666667,0.6666666666666666,0.33333333333333337,0.5714285714285714,0.33333333333333337,0.33333333333333337
Ben Jacobs,0.3809523809523809,0.5333333333333333,0.11111111111111112,0.1111111111111111,0.3333333333333333,0.39999999999999997,0.2,0.375,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.14285714285714288,0.16666666666666669,0.0,0.0,0.6666666666666667,0.4,0.5,0.5,0.25,0.3333333333333333,0.6666666666666667,0.5,0.125,0.15384615384615385,0.4374999999999999,0.5,0.4285714285714286,0.5294117647058825,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714288,0.2857142857142857,0.4082840236686391,0.5149253731343283,0.4444444444444444,0.375,0.36363636363636365,0.3636363636363636,0.0,0.0,0.4264705882352941,0.2599999999999999,0,Away,0,0.25,0.42857142857142855,0.4285714285714286,0.42857142857142855,0.16666666666666669,0.16666666666666666,0.16666666666666669,0.2857142857142857,0.16666666666666669,0.11111111111111112
Jarrad Waite,0.19047619047619047,0.26666666666666666,0.27777777777777785,0.2777777777777778,0.3,0.3600000000000001,0.2,0.375,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.14285714285714288,0.16666666666666669,0.0,0.0,0.5555555555555556,0.20000000000000007,0.0,0.0,0.25,0.3333333333333333,0.6666666666666667,0.5,0.125,0.15384615384615385,0.4374999999999999,0.5,0.2380952380952381,0.29411764705882354,0.33333333333333337,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714288,0.2857142857142857,0.17455621301775148,0.22014925373134328,0.5555555555555556,0.5,0.0,0.0,0.0,0.0,0.7941176470588236,0.76,0,Away,0,0.16666666666666669,0.2857142857142857,0.4285714285714286,0.42857142857142855,0.6666666666666667,0.6666666666666666,0.16666666666666669,0.2857142857142857,0.4166666666666667,0.4444444444444445
Michael Firrito,0.2857142857142857,0.4000000000000001,0.16666666666666669,0.16666666666666666,0.3,0.3600000000000001,0.13333333333333336,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714288,0.16666666666666669,0.0,0.0,1.0,1.0,0.5,0.5,0.75,1.0,1.0,1.0,0.25,0.3076923076923077,0.18749999999999994,0.2142857142857143,0.33333333333333337,0.411764705882353,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3579881656804734,0.4514925373134328,0.6666666666666667,0.625,0.5454545454545455,0.5454545454545454,0.0,0.0,0.9705882352941176,1.0,0,Away,0,0.16666666666666669,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.0,0.25,0.22222222222222224
Todd Goldstein,0.047619047619047616,0.06666666666666667,0.4444444444444445,0.4444444444444444,0.3,0.3600000000000001,0.2666666666666667,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.5,0.5,0.14285714285714288,0.16666666666666669,0.2222222222222222,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4375,0.5384615384615384,0.125,0.14285714285714288,0.4285714285714286,0.5294117647058825,1.0,1.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.4,0.5,0.4285714285714286,0.8571428571428571,0.11242603550295857,0.1417910447761194,1.0,1.0,0.18181818181818182,0.1818181818181818,0.0,0.0,0.8529411764705883,0.8399999999999999,0,Away,0,0.08333333333333334,0.14285714285714285,0.5714285714285714,0.5714285714285714,0.6666666666666667,0.6666666666666666,0.4166666666666667,0.7142857142857142,0.08333333333333334,0.0
Luke McDonald,0.19047619047619047,0.26666666666666666,0.27777777777777785,0.2777777777777778,0.3,0.3600000000000001,0.2666666666666667,0.5,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.888888888888889,0.8,0.16666666666666666,0.16666666666666666,0.0,0.0,1.0,1.0,0.0625,0.07692307692307693,0.4999999999999999,0.5714285714285715,0.33333333333333337,0.411764705882353,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857144,0.14285714285714285,0.24852071005917162,0.3134328358208955,0.6666666666666667,0.625,0.09090909090909091,0.0909090909090909,0.0,0.0,0.8529411764705883,0.8399999999999999,0,Away,0,0.33333333333333337,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.16666666666666669,0.16666666666666666,0.08333333333333334,0.14285714285714285,0.25,0.22222222222222224
Drew Petrie,0.2380952380952381,0.3333333333333333,0.11111111111111112,0.1111111111111111,0.2333333333333333,0.28,0.2,0.375,0.16666666666666666,0.25,0.4,1.0,0.5,0.5,0.08571428571428572,0.08571428571428572,0.0,0.0,0.4285714285714286,0.5,0.0,0.0,0.888888888888889,0.8,0.0,0.0,0.0,0.0,0.6666666666666667,0.5,0.25,0.3076923076923077,0.18749999999999994,0.2142857142857143,0.1904761904761905,0.23529411764705882,0.33333333333333337,0.3333333333333333,0.11111111111111109,0.3333333333333333,0.6,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.28571428571428575,0.5714285714285714,0.3905325443786982,0.4925373134328358,1.0,1.0,0.0,0.0,0.3333333333333333,0.5,0.9705882352941176,1.0,0,Away,0,0.16666666666666669,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.5,0.5,0.33333333333333337,0.5714285714285714,0.33333333333333337,0.33333333333333337
Kayne Turner,0.2380952380952381,0.3333333333333333,0.11111111111111112,0.1111111111111111,0.2333333333333333,0.28,0.06666666666666668,0.125,0.0,0.0,0.2,0.5,0.25,0.25,0.0,0.0,0.0,0.0,0.28571428571428575,0.33333333333333337,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.6666666666666666,1.0,1.0,0.125,0.15384615384615385,0.31249999999999994,0.3571428571428572,0.2380952380952381,0.29411764705882354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28571428571428575,0.5714285714285714,0.1849112426035503,0.23320895522388058,1.0,1.0,0.09090909090909091,0.0909090909090909,0.0,0.0,0.23529411764705885,0.0,0,Away,0,0.08333333333333334,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.33333333333333337,0.3333333333333333,0.33333333333333337,0.5714285714285714,0.25,0.22222222222222224
Joel Tippett,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666668,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.888888888888889,0.8,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.23529411764705885,0.0,0,Away,0,0.08333333333333334,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.08333333333333334,0.0
